Province,Ma_TP,District,Ma_QH,Ward/Commune,Ma_PX
Nghệ An,40,Yên Thành,426,Long Thành,17578.0
Nghệ An,40,Yên Thành,426,Minh Thành,17581.0
Nghệ An,40,Yên Thành,426,Nam Thành,17584.0
Nghệ An,40,Yên Thành,426,Vĩnh Thành,17587.0
Nghệ An,40,Yên Thành,426,Lý Thành,17590.0
Nghệ An,40,Yên Thành,426,Khánh Thành,17593.0
Nghệ An,40,Yên Thành,426,Viên Thành,17596.0
Nghệ An,40,Yên Thành,426,Đại Thành,17599.0
Nghệ An,40,Yên Thành,426,Liên Thành,17602.0
Nghệ An,40,Yên Thành,426,Bảo Thành,17605.0
Nghệ An,40,Yên Thành,426,Mỹ Thành,17608.0
Nghệ An,40,Yên Thành,426,Công Thành,17611.0
Nghệ An,40,Yên Thành,426,Sơn Thành,17614.0
Nghệ An,40,Đô Lương,427,Đô Lương,17617.0
Nghệ An,40,Đô Lương,427,Giang Sơn Đông,17619.0
Nghệ An,40,Đô Lương,427,Giang Sơn Tây,17620.0
Nghệ An,40,Đô Lương,427,Lam Sơn,17623.0
Nghệ An,40,Đô Lương,427,Bồi Sơn,17626.0
Nghệ An,40,Đô Lương,427,Hồng Sơn,17629.0
Nghệ An,40,Đô Lương,427,Bài Sơn,17632.0
Nghệ An,40,Đô Lương,427,Ngọc Sơn,17635.0
Nghệ An,40,Đô Lương,427,Bắc Sơn,17638.0
Nghệ An,40,Đô Lương,427,Tràng Sơn,17641.0
Nghệ An,40,Đô Lương,427,Thượng Sơn,17644.0
Nghệ An,40,Đô Lương,427,Hòa Sơn,17647.0
Nghệ An,40,Đô Lương,427,Đặng Sơn,17650.0
Nghệ An,40,Đô Lương,427,Đông Sơn,17653.0
Nghệ An,40,Đô Lương,427,Nam Sơn,17656.0
Nghệ An,40,Đô Lương,427,Lưu Sơn,17659.0
Nghệ An,40,Đô Lương,427,Yên Sơn,17662.0
Nghệ An,40,Đô Lương,427,Văn Sơn,17665.0
Nghệ An,40,Đô Lương,427,Đà Sơn,17668.0
Nghệ An,40,Đô Lương,427,Lạc Sơn,17671.0
Nghệ An,40,Đô Lương,427,Tân Sơn,17674.0
Nghệ An,40,Đô Lương,427,Thái Sơn,17677.0
Nghệ An,40,Đô Lương,427,Quang Sơn,17680.0
Nghệ An,40,Đô Lương,427,Thịnh Sơn,17683.0
Nghệ An,40,Đô Lương,427,Trung Sơn,17686.0
Nghệ An,40,Đô Lương,427,Xuân Sơn,17689.0
Nghệ An,40,Đô Lương,427,Minh Sơn,17692.0
Nghệ An,40,Đô Lương,427,Thuận Sơn,17695.0
Nghệ An,40,Đô Lương,427,Nhân Sơn,17698.0
Nghệ An,40,Đô Lương,427,Hiến Sơn,17701.0
Nghệ An,40,Đô Lương,427,Mỹ Sơn,17704.0
Nghệ An,40,Đô Lương,427,Trù Sơn,17707.0
Nghệ An,40,Đô Lương,427,Đại Sơn,17710.0
Nghệ An,40,Thanh Chương,428,Thanh Chương,17713.0
Nghệ An,40,Thanh Chương,428,Cát Văn,17716.0
Nghệ An,40,Thanh Chương,428,Thanh Nho,17719.0
Nghệ An,40,Thanh Chương,428,Hạnh Lâm,17722.0
Nghệ An,40,Thanh Chương,428,Thanh Sơn,17723.0
Nghệ An,40,Thanh Chương,428,Thanh Hòa,17725.0
Nghệ An,40,Thanh Chương,428,Phong Thịnh,17728.0
Nghệ An,40,Thanh Chương,428,Thanh Phong,17731.0
Nghệ An,40,Thanh Chương,428,Thanh Mỹ,17734.0
Nghệ An,40,Thanh Chương,428,Thanh Tiên,17737.0
Nghệ An,40,Thanh Chương,428,Thanh Liên,17743.0
Nghệ An,40,Thanh Chương,428,Đại Đồng,17749.0
Nghệ An,40,Thanh Chương,428,Thanh Đồng,17752.0
Nghệ An,40,Thanh Chương,428,Thanh Ngọc,17755.0
Nghệ An,40,Thanh Chương,428,Thanh Hương,17758.0
Nghệ An,40,Thanh Chương,428,Ngọc Lâm,17759.0
Nghệ An,40,Thanh Chương,428,Thanh Lĩnh,17761.0
Nghệ An,40,Thanh Chương,428,Đồng Văn,17764.0
Nghệ An,40,Thanh Chương,428,Ngọc Sơn,17767.0
Nghệ An,40,Thanh Chương,428,Thanh Thịnh,17770.0
Nghệ An,40,Thanh Chương,428,Thanh An,17773.0
Nghệ An,40,Thanh Chương,428,Thanh Chi,17776.0
Nghệ An,40,Thanh Chương,428,Xuân Tường,17779.0
Nghệ An,40,Thanh Chương,428,Thanh Dương,17782.0
Nghệ An,40,Thanh Chương,428,Thanh Lương,17785.0
Nghệ An,40,Thanh Chương,428,Thanh Khê,17788.0
Nghệ An,40,Thanh Chương,428,Võ Liệt,17791.0
Nghệ An,40,Thanh Chương,428,Thanh Long,17794.0
Nghệ An,40,Thanh Chương,428,Thanh Thủy,17797.0
Nghệ An,40,Thanh Chương,428,Thanh Khai,17800.0
Nghệ An,40,Thanh Chương,428,Thanh Yên,17803.0
Nghệ An,40,Thanh Chương,428,Thanh Hà,17806.0
Nghệ An,40,Thanh Chương,428,Thanh Giang,17809.0
Nghệ An,40,Thanh Chương,428,Thanh Tùng,17812.0
Nghệ An,40,Thanh Chương,428,Thanh Lâm,17815.0
Nghệ An,40,Thanh Chương,428,Thanh Mai,17818.0
Nghệ An,40,Thanh Chương,428,Thanh Xuân,17821.0
Nghệ An,40,Thanh Chương,428,Thanh Đức,17824.0
Nghệ An,40,Nghi Lộc,429,Quán Hành,17827.0
Nghệ An,40,Nghi Lộc,429,Nghi Văn,17830.0
Nghệ An,40,Nghi Lộc,429,Nghi Yên,17833.0
Nghệ An,40,Nghi Lộc,429,Nghi Tiến,17836.0
Nghệ An,40,Nghi Lộc,429,Nghi Hưng,17839.0
Nghệ An,40,Nghi Lộc,429,Nghi Đồng,17842.0
Nghệ An,40,Nghi Lộc,429,Nghi Thiết,17845.0
Nghệ An,40,Nghi Lộc,429,Nghi Lâm,17848.0
Nghệ An,40,Nghi Lộc,429,Nghi Quang,17851.0
Nghệ An,40,Nghi Lộc,429,Nghi Kiều,17854.0
Nghệ An,40,Nghi Lộc,429,Nghi Mỹ,17857.0
Nghệ An,40,Nghi Lộc,429,Nghi Phương,17860.0
Nghệ An,40,Nghi Lộc,429,Nghi Thuận,17863.0
Nghệ An,40,Nghi Lộc,429,Nghi Long,17866.0
Nghệ An,40,Nghi Lộc,429,Nghi Xá,17869.0
Nghệ An,40,Nghi Lộc,429,Nghi Hoa,17875.0
Nghệ An,40,Nghi Lộc,429,Khánh Hợp,17878.0
Nghệ An,40,Nghi Lộc,429,Nghi Thịnh,17881.0
Nghệ An,40,Nghi Lộc,429,Nghi Công Bắc,17884.0
Nghệ An,40,Nghi Lộc,429,Nghi Công Nam,17887.0
Nghệ An,40,Nghi Lộc,429,Nghi Thạch,17890.0
Nghệ An,40,Nghi Lộc,429,Nghi Trung,17893.0
Nghệ An,40,Nghi Lộc,429,Nghi Trường,17896.0
Nghệ An,40,Nghi Lộc,429,Nghi Diên,17899.0
Nghệ An,40,Nghi Lộc,429,Nghi Phong,17902.0
Nghệ An,40,Nghi Lộc,429,Nghi Xuân,17905.0
Nghệ An,40,Nghi Lộc,429,Nghi Vạn,17911.0
Nghệ An,40,Nghi Lộc,429,Phúc Thọ,17917.0
Nghệ An,40,Nghi Lộc,429,Nghi Thái,17926.0
Nghệ An,40,Nam Đàn,430,Nam Hưng,17932.0
Nghệ An,40,Nam Đàn,430,Nam Nghĩa,17935.0
Nghệ An,40,Nam Đàn,430,Nam Thanh,17938.0
Nghệ An,40,Nam Đàn,430,Nam Anh,17941.0
Nghệ An,40,Nam Đàn,430,Nam Xuân,17944.0
Nghệ An,40,Nam Đàn,430,Nam Thái,17947.0
Nghệ An,40,Nam Đàn,430,Nam Đàn,17950.0
Nghệ An,40,Nam Đàn,430,Nam Lĩnh,17953.0
Nghệ An,40,Nam Đàn,430,Nam Giang,17956.0
Nghệ An,40,Nam Đàn,430,Xuân Hòa,17959.0
Nghệ An,40,Nam Đàn,430,Hùng Tiến,17962.0
Nghệ An,40,Nam Đàn,430,Thượng Tân Lộc,17968.0
Nghệ An,40,Nam Đàn,430,Kim Liên,17971.0
Nghệ An,40,Nam Đàn,430,Hồng Long,17977.0
Nghệ An,40,Nam Đàn,430,Xuân Lâm,17980.0
Nghệ An,40,Nam Đàn,430,Nam Cát,17983.0
Nghệ An,40,Nam Đàn,430,Khánh Sơn,17986.0
Nghệ An,40,Nam Đàn,430,Trung Phúc Cường,17989.0
Nghệ An,40,Nam Đàn,430,Nam Kim,17998.0
Nghệ An,40,Hưng Nguyên,431,Hưng Nguyên,18001.0
Nghệ An,40,Hưng Nguyên,431,Hưng Trung,18004.0
Nghệ An,40,Hưng Nguyên,431,Hưng Yên,18007.0
Nghệ An,40,Hưng Nguyên,431,Hưng Yên Bắc,18008.0
Nghệ An,40,Hưng Nguyên,431,Hưng Tây,18010.0
Nghệ An,40,Hưng Nguyên,431,Hưng Đạo,18016.0
Nghệ An,40,Hưng Nguyên,431,Hưng Mỹ,18019.0
Nghệ An,40,Hưng Nguyên,431,Hưng Thịnh,18022.0
Nghệ An,40,Hưng Nguyên,431,Hưng Lĩnh,18025.0
Nghệ An,40,Hưng Nguyên,431,Hưng Thông,18028.0
Nghệ An,40,Hưng Nguyên,431,Hưng Tân,18031.0
Nghệ An,40,Hưng Nguyên,431,Hưng Lợi,18034.0
Nghệ An,40,Hưng Nguyên,431,Hưng Nghĩa,18037.0
Nghệ An,40,Hưng Nguyên,431,Hưng Phúc,18040.0
Nghệ An,40,Hưng Nguyên,431,Long Xá,18043.0
Nghệ An,40,Hưng Nguyên,431,Châu Nhân,18052.0
Nghệ An,40,Hưng Nguyên,431,Xuân Lam,18055.0
Nghệ An,40,Hưng Nguyên,431,Hưng Thành,18064.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Vinh,17104.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Lộc,17107.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Thiện,17110.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Lập,17113.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Trang,17116.0
Nghệ An,40,Hoàng Mai,432,Mai Hùng,17125.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Dị,17128.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Xuân,17131.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Phương,17134.0
Nghệ An,40,Hoàng Mai,432,Quỳnh Liên,17137.0
Hà Tĩnh,42,Hà Tĩnh,436,Trần Phú,18070.0
Hà Tĩnh,42,Hà Tĩnh,436,Nam Hà,18073.0
Hà Tĩnh,42,Hà Tĩnh,436,Bắc Hà,18076.0
Hà Tĩnh,42,Hà Tĩnh,436,Nguyễn Du,18077.0
Hà Tĩnh,42,Hà Tĩnh,436,Tân Giang,18079.0
Hà Tĩnh,42,Hà Tĩnh,436,Đại Nài,18082.0
Hà Tĩnh,42,Hà Tĩnh,436,Hà Huy Tập,18085.0
Hà Tĩnh,42,Hà Tĩnh,436,Thạch Trung,18088.0
Hà Tĩnh,42,Hà Tĩnh,436,Thạch Quý,18091.0
Hà Tĩnh,42,Hà Tĩnh,436,Thạch Linh,18094.0
Hà Tĩnh,42,Hà Tĩnh,436,Văn Yên,18097.0
Hà Tĩnh,42,Hà Tĩnh,436,Thạch Hạ,18100.0
Hà Tĩnh,42,Hà Tĩnh,436,Đồng Môn,18103.0
Hà Tĩnh,42,Hà Tĩnh,436,Thạch Hưng,18109.0
Hà Tĩnh,42,Hà Tĩnh,436,Thạch Bình,18112.0
Hà Tĩnh,42,Hồng Lĩnh,437,Bắc Hồng,18115.0
Hà Tĩnh,42,Hồng Lĩnh,437,Nam Hồng,18118.0
Hà Tĩnh,42,Hồng Lĩnh,437,Trung Lương,18121.0
Hà Tĩnh,42,Hồng Lĩnh,437,Đức Thuận,18124.0
Hà Tĩnh,42,Hồng Lĩnh,437,Đậu Liêu,18127.0
Hà Tĩnh,42,Hồng Lĩnh,437,Thuận Lộc,18130.0
Hà Tĩnh,42,Hương Sơn,439,Phố Châu,18133.0
Hà Tĩnh,42,Hương Sơn,439, Tây Sơn,18136.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Hồng,18139.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Tiến,18142.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Lâm,18145.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Lễ,18148.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Giang,18157.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Lĩnh,18160.0
Hà Tĩnh,42,Hương Sơn,439,An Hòa Thịnh,18163.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Tây,18172.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Ninh,18175.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Châu,18178.0
Hà Tĩnh,42,Hương Sơn,439,Tân Mỹ Hà,18181.0
Hà Tĩnh,42,Hương Sơn,439,Quang Diệm,18184.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Trung,18187.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Bằng,18190.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Bình,18193.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Kim 1,18196.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Kim 2,18199.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Trà,18202.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Long,18205.0
Hà Tĩnh,42,Hương Sơn,439,Kim Hoa,18211.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Hàm,18214.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Phú,18217.0
Hà Tĩnh,42,Hương Sơn,439,Sơn Trường,18223.0
Hà Tĩnh,42,Đức Thọ,440,Đức Thọ,18229.0
Hà Tĩnh,42,Đức Thọ,440,Quang Vĩnh,18235.0
Hà Tĩnh,42,Đức Thọ,440,Tùng Châu,18241.0
Hà Tĩnh,42,Đức Thọ,440,Trường Sơn,18244.0
Hà Tĩnh,42,Đức Thọ,440,Liên Minh,18247.0
Hà Tĩnh,42,Đức Thọ,440,Yên Hồ,18253.0
Hà Tĩnh,42,Đức Thọ,440,Tùng Ảnh,18259.0
Hà Tĩnh,42,Đức Thọ,440,Bùi La Nhân,18262.0
Hà Tĩnh,42,Đức Thọ,440,Thanh Bình Thịnh,18274.0
Hà Tĩnh,42,Đức Thọ,440,Lâm Trung Thủy,18277.0
Hà Tĩnh,42,Đức Thọ,440,Hòa Lạc,18280.0
Hà Tĩnh,42,Đức Thọ,440,Tân Dân,18283.0
Hà Tĩnh,42,Đức Thọ,440,An Dũng,18298.0
Hà Tĩnh,42,Đức Thọ,440,Đức Đồng,18304.0
Hà Tĩnh,42,Đức Thọ,440,Đức Lạng,18307.0
Hà Tĩnh,42,Đức Thọ,440,Tân Hương,18310.0
Hà Tĩnh,42,Vũ Quang,441,Vũ Quang,18313.0
Hà Tĩnh,42,Vũ Quang,441,Ân Phú,18316.0
Hà Tĩnh,42,Vũ Quang,441,Đức Giang,18319.0
Hà Tĩnh,42,Vũ Quang,441,Đức Lĩnh,18322.0
Hà Tĩnh,42,Vũ Quang,441,Thọ Điền,18325.0
Hà Tĩnh,42,Vũ Quang,441,Đức Hương,18328.0
Hà Tĩnh,42,Vũ Quang,441,Đức Bồng,18331.0
Hà Tĩnh,42,Vũ Quang,441,Đức Liên,18334.0
Hà Tĩnh,42,Vũ Quang,441,Hương Minh,18340.0
Hà Tĩnh,42,Vũ Quang,441,Quang Thọ,18343.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân An,18352.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Hội,18355.0
Hà Tĩnh,42,Nghi Xuân,442,Đan Trường,18358.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Phổ,18364.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Hải,18367.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Giang,18370.0
Hà Tĩnh,42,Nghi Xuân,442,Tiên Điền,18373.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Yên,18376.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Mỹ,18379.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Thành,18382.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Viên,18385.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Hồng,18388.0
Hà Tĩnh,42,Nghi Xuân,442,Cỗ Đạm,18391.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Liên,18394.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Lĩnh,18397.0
Hà Tĩnh,42,Nghi Xuân,442,Xuân Lam,18400.0
Hà Tĩnh,42,Nghi Xuân,442,Cương Gián,18403.0
Hà Tĩnh,42,Can Lộc,443,Nghèn,18406.0
Hà Tĩnh,42,Can Lộc,443,Thiên Lộc,18415.0
Hà Tĩnh,42,Can Lộc,443,Thuần Thiện,18418.0
Hà Tĩnh,42,Can Lộc,443,Vượng Lộc,18427.0
Hà Tĩnh,42,Can Lộc,443,Thanh Lộc,18433.0
Hà Tĩnh,42,Can Lộc,443,Kim Song Trường,18436.0
Hà Tĩnh,42,Can Lộc,443,Thường Nga,18439.0
Hà Tĩnh,42,Can Lộc,443,Tùng Lộc,18445.0
Hà Tĩnh,42,Can Lộc,443,Phú Lộc,18454.0
Hà Tĩnh,42,Can Lộc,443,Gia Hanh,18463.0
Hà Tĩnh,42,Can Lộc,443,Khánh Vĩnh Yên,18466.0
Hà Tĩnh,42,Can Lộc,443,Trung Lộc,18472.0
Hà Tĩnh,42,Can Lộc,443,Xuân Lộc,18475.0
Hà Tĩnh,42,Can Lộc,443,Thượng Lộc,18478.0
Hà Tĩnh,42,Can Lộc,443,Quang Lộc,18481.0
Hà Tĩnh,42,Can Lộc,443,Đồng Lộc,18484.0
Hà Tĩnh,42,Can Lộc,443,Mỹ Lộc,18487.0
Hà Tĩnh,42,Can Lộc,443,Sơn Lộc,18490.0
Hà Tĩnh,42,Hương Khê,444,Hương Khê,18496.0
Hà Tĩnh,42,Hương Khê,444,Điền Mỹ,18499.0
Hà Tĩnh,42,Hương Khê,444,Hà Linh,18502.0
Hà Tĩnh,42,Hương Khê,444,Hương Thủy,18505.0
Hà Tĩnh,42,Hương Khê,444,Hòa Hải,18508.0
Hà Tĩnh,42,Hương Khê,444,Phúc Đồng,18514.0
Hà Tĩnh,42,Hương Khê,444,Hương Giang,18517.0
Hà Tĩnh,42,Hương Khê,444,Lộc Yên,18520.0
Hà Tĩnh,42,Hương Khê,444,Hương Bình,18523.0
Hà Tĩnh,42,Hương Khê,444,Hương Long,18526.0
Hà Tĩnh,42,Hương Khê,444,Phú Gia,18529.0
Hà Tĩnh,42,Hương Khê,444,Gia Phố,18532.0
Hà Tĩnh,42,Hương Khê,444,Phú Phong,18535.0
Hà Tĩnh,42,Hương Khê,444,Hương Đô,18538.0
Hà Tĩnh,42,Hương Khê,444,Hương Vĩnh,18541.0
Hà Tĩnh,42,Hương Khê,444,Hương Xuân,18544.0
Hà Tĩnh,42,Hương Khê,444,Phúc Trạch,18547.0
Hà Tĩnh,42,Hương Khê,444,Hương Trà,18550.0
Hà Tĩnh,42,Hương Khê,444,Hương Trạch,18553.0
Hà Tĩnh,42,Hương Khê,444,Hương Lâm,18556.0
Hà Tĩnh,42,Hương Khê,444,Hương Liên,18559.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Hà,18562.0
Hà Tĩnh,42,Thạch Hà,445,Ngọc Sơn,18565.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Hải,18571.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Kênh,18586.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Sơn,18589.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Liên,18592.0
Hà Tĩnh,42,Thạch Hà,445,Đỉnh Bàn,18595.0
Hà Tĩnh,42,Thạch Hà,445,Việt Tiến,18601.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Khê,18604.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Long,18607.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Trị,18619.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Lạc,18622.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Ngọc,18625.0
Hà Tĩnh,42,Thạch Hà,445,Tượng Sơn,18628.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Văn,18631.0
Hà Tĩnh,42,Thạch Hà,445,Lưu Vĩnh Sơn,18634.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Thắng,18637.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Đài,18643.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Hội,18649.0
Hà Tĩnh,42,Thạch Hà,445,Tân Lâm Hương,18652.0
Hà Tĩnh,42,Thạch Hà,445,Thạch Xuân,18658.0
Hà Tĩnh,42,Thạch Hà,445,Nam Điền,18667.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Xuyên,18673.0
Hà Tĩnh,42,Cẩm Xuyên,446,Thiên Cầm,18676.0
Hà Tĩnh,42,Cẩm Xuyên,446,Yên Hòa,18679.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Dương,18682.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Bình,18685.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Vĩnh,18691.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Thành,18694.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Quang,18697.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Thạch,18706.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Nhượng,18709.0
Hà Tĩnh,42,Cẩm Xuyên,446,Nam Phúc Thăng,18712.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Duệ,18715.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Lĩnh,18721.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Quan,18724.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Hà,18727.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Lộc,18730.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Hưng,18733.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Thịnh,18736.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Mỹ,18739.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Trung,18742.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Sơn,18745.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Lạc,18748.0
Hà Tĩnh,42,Cẩm Xuyên,446,Cẩm Minh,18751.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Xuân,18757.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Bắc,18760.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Phú,18763.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Phong,18766.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Tiến,18769.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Giang,18772.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Đồng,18775.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Khang,18778.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Văn,18784.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Trung,18787.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Thọ,18790.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Tây,18793.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Thượng,18799.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Hải,18802.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Thư,18805.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Châu,18811.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Tân,18814.0
Hà Tĩnh,42,Kỳ Anh,447,Lâm Hợp,18838.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Sơn,18844.0
Hà Tĩnh,42,Kỳ Anh,447,Kỳ Lạc,18850.0
Hà Tĩnh,42,Lộc Hà,448,Tân Lộc,18409.0
Hà Tĩnh,42,Lộc Hà,448,Hồng Lộc,18412.0
Hà Tĩnh,42,Lộc Hà,448,Thịnh Lộc,18421.0
Hà Tĩnh,42,Lộc Hà,448,Bình An,18430.0
Hà Tĩnh,42,Lộc Hà,448,Ích Hậu,18457.0
Hà Tĩnh,42,Lộc Hà,448,Phù Lưu,18493.0
Hà Tĩnh,42,Lộc Hà,448,Lộc Hà,18568.0
Hà Tĩnh,42,Lộc Hà,448,Thạch Mỹ,18577.0
Hà Tĩnh,42,Lộc Hà,448,Thạch Kim,18580.0
Hà Tĩnh,42,Lộc Hà,448,Thạch Châu,18583.0
Hà Tĩnh,42,Lộc Hà,448,Hộ Độ,18598.0
Hà Tĩnh,42,Lộc Hà,448,Mai Phụ,18670.0
Hà Tĩnh,42,Kỳ Anh,449,Hưng Trí,18754.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Ninh,18781.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Lợi,18796.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Hà,18808.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Trinh,18820.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Thịnh,18823.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Hoa,18829.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Phương,18832.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Long,18835.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Liên,18841.0
Hà Tĩnh,42,Kỳ Anh,449,Kỳ Nam,18847.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Hải Thành,18853.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Đồng Phú,18856.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Bắc Lý,18859.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Nam Lý,18865.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Đồng Hải,18868.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Đồng Sơn,18871.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Phú Hải,18874.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Bắc Nghĩa,18877.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Đức Ninh Đông,18880.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Quang Phú,18883.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Lộc Ninh,18886.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Bảo Ninh,18889.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Nghĩa Ninh,18892.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Thuận Đức,18895.0
Quảng Bình,44,Thành Phố Đồng Hới,450,Đức Ninh,18898.0
Quảng Bình,44,Minh Hóa,452,Quy Đạt,18901.0
Quảng Bình,44,Minh Hóa,452,Dân Hóa,18904.0
Quảng Bình,44,Minh Hóa,452,Trọng Hóa,18907.0
Quảng Bình,44,Minh Hóa,452,Hóa Phúc,18910.0
Quảng Bình,44,Minh Hóa,452,Hồng Hóa,18913.0
Quảng Bình,44,Minh Hóa,452,Hóa Thanh,18916.0
Quảng Bình,44,Minh Hóa,452,Hóa Tiến,18919.0
Quảng Bình,44,Minh Hóa,452,Hóa Hợp,18922.0
